npi,pharmacy_name,owner_name,city,state,zip,phone,grade,outreach_priority,rmm_score,glp1_exposure_index,nearby_glp1_prescriber_claims,est_monthly_glp1_fills,est_loss_per_fill,est_annual_glp1_loss,hpsa_designated,hpsa_score,zip_diabetes_pct,zip_obesity_pct,zip_pct_65_plus,zip_median_income,zip_population,state_glp1_cost_per_pharmacy,county_fips,county_name,rucc_code,rural_classification
1750465092,BEAM PHARMACIES INC,MIKELL QUICK,ST MATTHEWS,SC,29135,(803) 655-7800,A,Immediate,78.8,50.9,0,58,$52,"$36,477",Yes,12,18.1,41.9,24.9,"$54,081",7940,"$778,311",45017,Calhoun County,2,Metro
1972672210,RANDY B BOLAND,CAROLYN BOLAND,ST MATTHEWS,SC,29135,(803) 655-7753,A,Immediate,78.8,50.9,0,58,$52,"$36,477",Yes,12,18.1,41.9,24.9,"$54,081",7940,"$778,311",45017,Calhoun County,2,Metro
1073402665,PHARMACY 1920 LLC,RAKTIM BARUAH,BASTROP,LA,71220,(318) 281-2305,A,Immediate,78.8,56.8,1568,69,$51,"$42,551",Yes,20,21.0,45.4,17.3,"$36,186",20426,"$758,936",22067,Morehouse Parish,3,Metro
1205940285,AINSWORTH PHARMACY GROUP LLC,RICHARD AINSWORTH,BASTROP,LA,71220,(318) 281-1537,A,Immediate,78.8,56.8,1568,69,$51,"$42,551",Yes,20,21.0,45.4,17.3,"$36,186",20426,"$758,936",22067,Morehouse Parish,3,Metro
1629012380,TAYLOR COUNTY DRUG CO INC,JONATHAN KNIGHT,REYNOLDS,GA,31076,(478) 847-3666,A,Immediate,78.8,47.4,12,45,$53,"$28,739",Yes,16,21.0,42.6,21.7,"$40,197",2775,"$580,207",13269,Taylor County,8,Rural-Adjacent
1659478584,BALAJI PHARMACY INC,MOHAN TALAMATI,BROOKLYN,NY,11224,(718) 996-9000,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1013068220,"NUCKOLLS DRUG STORES, INC",FREEMAN BAIRD,BOLIVAR,TN,38008,(731) 658-2941,A,Immediate,78.7,53.3,1098,57,$53,"$36,573",Yes,19,19.3,45.1,18.8,"$43,827",9351,"$673,194",47069,Hardeman County,6,Rural-Adjacent
1851495451,EXPRESS SAVE-ON DRUGS LLC,WILLIAM NANCE,BOLIVAR,TN,38008,(731) 658-3973,A,Immediate,78.7,53.3,1098,57,$53,"$36,573",Yes,19,19.3,45.1,18.8,"$43,827",9351,"$673,194",47069,Hardeman County,6,Rural-Adjacent
1487316162,KNS BROS LLC,GANGA KALIKOTAY,AKRON,OH,44310,(234) 334-0048,A,Immediate,78.7,70.7,12404,111,$49,"$65,454",Yes,20,18.5,41.3,12.7,"$38,912",24420,"$1,109,138",39153,Summit County,2,Metro
1093675597,BAY PARK PHARMACY CORP.,ARIE BOLSHEM,BROOKLYN,NY,11224,(718) 372-2700,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1942624044,SURF AVENUE PHARMACY INC,ARTUR MALACHOV,BROOKLYN,NY,11224,(718) 266-6111,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1801562541,D & G PARTNERS,ABDURAHMAN AHMED,AKRON,OH,44310,(330) 849-5161,A,Immediate,78.7,70.7,12404,111,$49,"$65,454",Yes,20,18.5,41.3,12.7,"$38,912",24420,"$1,109,138",39153,Summit County,2,Metro
1598723447,THE HATCHIE PHARMACY LLC,KIMBERLY BRYANT-HOLMAN,BOLIVAR,TN,38008,(731) 659-3740,A,Immediate,78.7,53.3,1098,57,$53,"$36,573",Yes,19,19.3,45.1,18.8,"$43,827",9351,"$673,194",47069,Hardeman County,6,Rural-Adjacent
1730724493,"HUDSON DRUG STORE, LLC",JIMMY TUCKER,BOLIVAR,TN,38008,(731) 658-5207,A,Immediate,78.7,53.3,1098,57,$53,"$36,573",Yes,19,19.3,45.1,18.8,"$43,827",9351,"$673,194",47069,Hardeman County,6,Rural-Adjacent
1356712566,FRANCISE LLC,NORMAN FRANCISE,BAKER,LA,70714,(225) 774-2795,A,Immediate,78.7,71.7,22512,87,$51,"$53,651",Yes,21,18.6,41.3,14.0,"$60,333",17449,"$758,936",22033,East Baton Rouge Parish,2,Metro
1831208834,R&M CONSULTING OF NEW ORLEANS INC,RANDY CARR,MARRERO,LA,70072,(504) 349-6185,A,Immediate,78.7,74.8,23374,91,$51,"$56,118",Yes,17,17.9,44.4,17.1,"$55,866",55641,"$758,936",22051,Jefferson Parish,1,Metro
1235312174,RAM-OZ LLC,ANNETTE OZUNA,PALMVIEW,TX,78572,(956) 580-2273,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1447439757,SURF PHARMACY CORP,USMAN RANA,BROOKLYN,NY,11224,(718) 373-2300,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1366313645,SELF REGIONAL HEALTHCARE,MATTHEW LOGAN,GREENWOOD,SC,29646,(864) 725-4172,A,Immediate,78.7,60.7,4797,69,$52,"$43,395",Yes,19,18.6,40.1,18.4,"$41,669",28413,"$778,311",45047,Greenwood County,4,Rural-Adjacent
1750302717,GRIFFITHS PHARMACY INC,JOHN GRIFFITHS,MARTINS FERRY,OH,43935,(740) 633-2543,A,Immediate,78.7,59.4,1540,94,$49,"$55,430",Yes,16,16.0,43.4,17.9,"$50,109",7918,"$1,109,138",39013,Belmont County,3,Metro
1457423071,JUST MEDS LLC,KURT SMITH,MARTINS FERRY,OH,43935,(740) 633-2676,A,Immediate,78.7,59.4,1540,94,$49,"$55,430",Yes,16,16.0,43.4,17.9,"$50,109",7918,"$1,109,138",39013,Belmont County,3,Metro
1629220785,"PHARMRAMRX, INC",VERONICA RAMIREZ,MISSION,TX,78572,(956) 581-7455,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1922313303,AWESOME CARE PHARMACY INC,JUSTIN OKPALA,HOUSTON,TX,77071,(281) 501-1008,A,Immediate,78.7,74.1,81943,50,$54,"$32,268",Yes,22,16.3,39.6,16.3,"$55,147",26794,"$453,995",48201,Harris County,1,Metro
1134280019,VAL MED LLC,JUAN BENITEZ,MCALLEN,TX,78501,(956) 618-3100,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1174840037,SHARYLAND PHARMACY LLC,ARNOLDO VILLARREAL,MCALLEN,TX,78501,(956) 682-3335,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1255330171,PHARMACY INVESTMENT COORDINATORS INC,PAULA NORMAN,OZARK,AL,36360,(334) 774-8505,A,Immediate,78.7,53.3,1157,48,$52,"$30,090",Yes,18,18.5,43.2,22.4,"$50,032",19461,"$562,239",01045,Dale County,4,Rural-Adjacent
1831412972,QUEEN PHARMACY,AMY ONUORAH,MCALLEN,TX,78501,(956) 661-8881,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1306278783,"DLS PHARMACY, LLC",MELANIE RAMIREZ,MCALLEN,TX,78501,(956) 631-7900,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1447576822,CHASE PHARMACEUTICAL SERVICES INCORPORATED,MOHAMMAD CHOWDHURY,MCALLEN,TX,78501,(956) 928-1280,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1477680692,"SAENZ MEDICAL PHARMACY OF MCALLEN, INC.",JESUS SAENZ,MCALLEN,TX,78501,(956) 630-6465,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1528194404,CROSBY DRUGS INC,HULENE CROSBY,OZARK,AL,36360,(334) 774-7420,A,Immediate,78.7,53.3,1157,48,$52,"$30,090",Yes,18,18.5,43.2,22.4,"$50,032",19461,"$562,239",01045,Dale County,4,Rural-Adjacent
1922164805,J & R PHARMACY INC,THAI KAII,BROOKLYN,NY,11224,(718) 266-6286,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1316135999,SELF REGIONAL HEALTHCARE,MATTHEW LOGAN,GREENWOOD,SC,29646,(864) 725-2768,A,Immediate,78.7,60.7,4797,69,$52,"$43,395",Yes,19,18.6,40.1,18.4,"$41,669",28413,"$778,311",45047,Greenwood County,4,Rural-Adjacent
1659475614,BEAM & FLYNN INC,BRIAN DUFFIE,GREENWOOD,SC,29646,(864) 223-6120,A,Immediate,78.7,60.7,4797,69,$52,"$43,395",Yes,19,18.6,40.1,18.4,"$41,669",28413,"$778,311",45047,Greenwood County,4,Rural-Adjacent
1033516588,"S. MIAN, LLC",JOSE VELA,MCALLEN,TX,78501,(956) 627-4128,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1679655633,"MEDICAL MED-CHOICE PHARMACY, LLC",JAVIER PEREZ,MCALLEN,TX,78501,(956) 618-2828,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1225035892,"M & G MEDPHARM, INC.",MANUEL MORIN,MCALLEN,TX,78501,(956) 631-7979,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1558949727,NORTH LOOP VENTURES INC,TAIWO OKUNADE,EL PASO,TX,79907,(915) 444-8124,A,Immediate,78.7,63.9,19658,43,$54,"$27,750",Yes,22,21.7,37.2,19.8,"$41,901",47850,"$453,995",48141,El Paso County,2,Metro
1821182643,JAYS PHARMACY,EDWARD GONZALEZ,MCALLEN,TX,78501,(956) 682-4525,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1164887493,"HDK ENTERPRISES, LLC",AMIT JAIN,MCALLEN,TX,78501,(956) 627-3259,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1497091011,"RAMCA, INC.",JOEL GARZA,MCALLEN,TX,78501,(956) 627-6652,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1376564336,MEDICAL MED CHOIVE LLC,JAVIER PEREZ,MCALLEN,TX,78501,(956) 618-2828,A,Immediate,78.7,71.3,42507,48,$54,"$30,977",Yes,20,18.6,43.3,17.1,"$49,451",59095,"$453,995",48215,Hidalgo County,2,Metro
1992898324,LUNA PARK PHARMACY INC,MIKHAIL FAZYLOV,BROOKLYN,NY,11224,(718) 946-5444,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1588799795,"SAENZ MEDICAL PHARMACY LONE STAR, INC.",JESUS SAENZ,MISSION,TX,78572,(956) 519-6500,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1366724387,STARR DME & PHARMACY INC.,RENE MARTINEZ,MISSION,TX,78572,(956) 271-4258,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1316534126,P J WORSHAM MANAGEMENT LLC,PAMELA THOMAS-WORSHAM,HOUSTON,TX,77071,(832) 582-5252,A,Immediate,78.7,74.1,81943,50,$54,"$32,268",Yes,22,16.3,39.6,16.3,"$55,147",26794,"$453,995",48201,Harris County,1,Metro
1639421241,EXPRESSMEDS PHARMACY LLC,JOHN ARBUCKLE,HOUSTON,TX,77071,(713) 777-6100,A,Immediate,78.7,74.1,81943,50,$54,"$32,268",Yes,22,16.3,39.6,16.3,"$55,147",26794,"$453,995",48201,Harris County,1,Metro
1609401678,PHARMACY INVESTMENT COORDINATORS INC,TRACY ALLIGOOD,OZARK,AL,36360,(334) 432-7085,A,Immediate,78.7,53.3,1157,48,$52,"$30,090",Yes,18,18.5,43.2,22.4,"$50,032",19461,"$562,239",01045,Dale County,4,Rural-Adjacent
1982087318,CARESOUTH,ASHLEY SINGLETON,BISHOPVILLE,SC,29010,(843) 484-5317,A,Immediate,78.7,52.4,512,60,$52,"$37,735",Yes,24,20.8,44.6,19.1,"$41,513",11564,"$778,311",45061,Lee County,8,Rural-Adjacent
1942314927,BISHOPVILLE DRUG CO INC,KIMBERLY ARD,BISHOPVILLE,SC,29010,(803) 484-3784,A,Immediate,78.7,52.4,512,60,$52,"$37,735",Yes,24,20.8,44.6,19.1,"$41,513",11564,"$778,311",45061,Lee County,8,Rural-Adjacent
1063852689,MIJ LLC,SHAKIR MEGHANI,OZARK,AL,36360,(334) 350-3671,A,Immediate,78.7,53.3,1157,48,$52,"$30,090",Yes,18,18.5,43.2,22.4,"$50,032",19461,"$562,239",01045,Dale County,4,Rural-Adjacent
1679876957,PJF MANAGEMENT INC,PAULA FRASER,MISSION,TX,78572,(956) 584-8352,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1356585004,LEADCARE PHARMACY INC,DANIEL ANYADIKE,HOUSTON,TX,77071,(713) 774-8180,A,Immediate,78.7,74.1,81943,50,$54,"$32,268",Yes,22,16.3,39.6,16.3,"$55,147",26794,"$453,995",48201,Harris County,1,Metro
1073805230,KHOSROW PEZESHKI,BOBBY JONES,HOUSTON,TX,77071,(713) 271-2108,A,Immediate,78.7,74.1,81943,50,$54,"$32,268",Yes,22,16.3,39.6,16.3,"$55,147",26794,"$453,995",48201,Harris County,1,Metro
1386935195,BALAJI II PHARMACY INC,PRAVEEN APPANA,BROOKLYN,NY,11224,(718) 996-9000,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1275615221,"M.A.M.T., LLC",NIDIA VILLARREAL,MISSION,TX,78572,(956) 581-5646,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1003901836,"JZC,INC",JOHN CAVAZOS,MISSION,TX,78572,(956) 583-4372,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1659803658,OZARK PHARMACY LLC,JOE DALTON,OZARK,AL,36360,(334) 803-8240,A,Immediate,78.7,53.3,1157,48,$52,"$30,090",Yes,18,18.5,43.2,22.4,"$50,032",19461,"$562,239",01045,Dale County,4,Rural-Adjacent
1124573175,1325 FIFTH AVE DRUGS INC,MUHAMMAD SIDDIQUE,BROOKLYN,NY,11224,(718) 996-4949,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1346429461,GUERRA PHARMACY INC,AROLSA MENDIOLA,MISSION,TX,78572,(956) 584-9828,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1104851955,SWIFT DRUGS INCORPORATED,ROBERT FLORES,PALMVIEW,TX,78572,(956) 584-3458,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1750396370,"PHARMWORKS, LLC",BRUCE GINGRICH,PALMVIEW,TX,78572,(956) 581-2949,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1568822302,PHARMAVIDA RX INC,ERNESTO MALAGA,PALMVIEW,TX,78572,(956) 424-6640,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1235501974,UHS RETAIL PHARMACY LLC,DAVID CHAN,MISSION,TX,78572,(956) 445-5383,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1801118922,LETDIN PHARMACY,LAETITIA FOMBON,MISSION,TX,78572,(956) 581-9566,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1235140880,SHARY MEDICAL PHARMACY,CHRISTINA CABRERA,MISSION,TX,78572,(956) 519-0600,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1467742585,EXCEL PHARMACY INC.,VICTORIA METU,HOUSTON,TX,77071,(713) 995-1272,A,Immediate,78.7,74.1,81943,50,$54,"$32,268",Yes,22,16.3,39.6,16.3,"$55,147",26794,"$453,995",48201,Harris County,1,Metro
1871882886,"PALOMA'S PHARMACY,LLC",JOSE VELA,MISSION,TX,78572,(956) 424-6268,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1184667446,MORON VELA INC,JOSE VELA,MISSION,TX,78572,(956) 583-2700,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1770598302,OSCAR ROSA,OSCAR ROSA,PALMVIEW,TX,78572,(956) 583-7999,A,Immediate,78.7,71.1,37862,48,$54,"$30,977",Yes,20,17.9,42.5,18.9,"$54,029",78197,"$453,995",48215,Hidalgo County,2,Metro
1861532368,TIGUA PHARMACY INC,YOHANNES BEREHANE,EL PASO,TX,79907,(915) 590-2800,A,Immediate,78.7,63.9,19658,43,$54,"$27,750",Yes,22,21.7,37.2,19.8,"$41,901",47850,"$453,995",48141,El Paso County,2,Metro
1114096062,DALE PHARMACY INC,CYNTHIA CANNON,OZARK,AL,36360,(334) 774-7979,A,Immediate,78.7,53.3,1157,48,$52,"$30,090",Yes,18,18.5,43.2,22.4,"$50,032",19461,"$562,239",01045,Dale County,4,Rural-Adjacent
1356682264,H & W DRUG STORE 2 LLC,RUSTON HENRY,MARRERO,LA,70072,(504) 349-3300,A,Immediate,78.7,74.8,23374,91,$51,"$56,118",Yes,17,17.9,44.4,17.1,"$55,866",55641,"$758,936",22051,Jefferson Parish,1,Metro
1083081343,"PHARMBLUE ARIZONA, LLC",JOSEPH POHL III,GREEN VALLEY,AZ,85614,(724) 779-4720,A,Immediate,78.7,72.8,19504,109,$51,"$67,205",Yes,21,15.1,27.2,67.7,"$62,599",24696,"$1,165,330",04019,Pima County,1,Metro
1265091995,"WESTCARERX, LLC",VINCENT BUI,MARRERO,LA,70072,(504) 394-8295,A,Immediate,78.7,74.8,23374,91,$51,"$56,118",Yes,17,17.9,44.4,17.1,"$55,866",55641,"$758,936",22051,Jefferson Parish,1,Metro
1851869853,ASCENSION PHARMACY HOLDINGS I LLC,RYAN CURRAN,BROOKLYN,NY,11224,(718) 513-4419,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1821707472,ROSE'S PHARMACY PLUS LLC,HONG TRAN,MARRERO,LA,70072,(504) 342-4411,A,Immediate,78.7,74.8,23374,91,$51,"$56,118",Yes,17,17.9,44.4,17.1,"$55,866",55641,"$758,936",22051,Jefferson Parish,1,Metro
1083197248,ROSES PHARMACY LLC,HONG TRAN,MARRERO,LA,70072,(504) 301-2900,A,Immediate,78.7,74.8,23374,91,$51,"$56,118",Yes,17,17.9,44.4,17.1,"$55,866",55641,"$758,936",22051,Jefferson Parish,1,Metro
1356453203,FOLSE PHARMACY INC,DAVID BANKS,MARRERO,LA,70072,(504) 341-2711,A,Immediate,78.7,74.8,23374,91,$51,"$56,118",Yes,17,17.9,44.4,17.1,"$55,866",55641,"$758,936",22051,Jefferson Parish,1,Metro
1427292069,HEALTH FIRST PHARMACY,RASHIDA CARTER,MARRERO,LA,70072,(504) 252-4571,A,Immediate,78.7,74.8,23374,91,$51,"$56,118",Yes,17,17.9,44.4,17.1,"$55,866",55641,"$758,936",22051,Jefferson Parish,1,Metro
1639191505,CONEY ISLAND PHARMACY INC,LILY SIDDIQUI,BROOKLYN,NY,11224,(718) 372-5300,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1760971840,MONTECINO DRUGS INC.,DOUGLAS MONTECINO,MARRERO,LA,70072,(204) 343-4822,A,Immediate,78.7,74.8,23374,91,$51,"$56,118",Yes,17,17.9,44.4,17.1,"$55,866",55641,"$758,936",22051,Jefferson Parish,1,Metro
1215976683,"OLLA PHARMACY, INC.",JOE CANAL,JONESVILLE,LA,71343,(318) 339-7913,A,Immediate,78.7,52.5,387,64,$51,"$39,468",Yes,18,18.5,42.1,20.1,"$46,362",6571,"$758,936",22025,Catahoula Parish,9,Rural-Remote
1043361025,MORGAN PHARMACY INC,JOHN MORGAN,JONESVILLE,LA,71343,(318) 339-8532,A,Immediate,78.7,52.5,387,64,$51,"$39,468",Yes,18,18.5,42.1,20.1,"$46,362",6571,"$758,936",22025,Catahoula Parish,9,Rural-Remote
1083629620,NICK-NARD INC,NICOLE LEBAS,PINE PRAIRIE,LA,70576,(337) 599-2147,A,Immediate,78.7,54.6,1628,67,$51,"$41,318",Yes,18,13.7,40.9,23.7,"$33,854",1214,"$758,936",22039,Evangeline Parish,6,Rural-Adjacent
1225226103,S & K WARBASSE PHARMACY INC.,SIMON FIELD,BROOKLYN,NY,11224,(718) 449-5177,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1487847471,MEGA AID PHARMACY INC.,MAYA BASIN,BROOKLYN,NY,11224,(718) 333-9133,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1285795138,A & G PHARMACY INC.,ALEX KAMINSKY,BROOKLYN,NY,11224,(718) 996-2277,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1861427007,FRISCIA PHARMACY INC,ANTHONY MORANO,BROOKLYN,NY,11224,(718) 373-9600,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1902057698,"AMKAS LABORATORIES, INC.",USHA RAY,WHITING,IN,46394,(219) 659-5029,A,Immediate,78.7,70.9,10806,188,$52,"$116,432",Yes,19,15.3,40.2,17.5,"$66,386",12141,"$2,002,843",18089,Lake County,1,Metro
1972539443,"EAGLE PHARMACY,INC",KENNETH DELAY,MILLEN,GA,30442,(478) 982-7979,A,Immediate,78.7,49.1,401,47,$53,"$30,016",Yes,16,20.0,43.5,21.1,"$36,385",8484,"$580,207",13165,Jenkins County,9,Rural-Remote
1497164206,"ALPHAMED CORPORATION, LLC",DAMON COUSIN,MARRERO,LA,70072,(985) 445-3154,A,Immediate,78.7,74.8,23374,91,$51,"$56,118",Yes,17,17.9,44.4,17.1,"$55,866",55641,"$758,936",22051,Jefferson Parish,1,Metro
1205239878,PELICAN DELIVERY PHARMACY LLC,ERICA THOMPSON,MARRERO,LA,70072,(504) 341-0800,A,Immediate,78.7,74.8,23374,91,$51,"$56,118",Yes,17,17.9,44.4,17.1,"$55,866",55641,"$758,936",22051,Jefferson Parish,1,Metro
1376834184,HEALTH CARE II DRUGS INC,GEETHA APPANA,BROOKLYN,NY,11224,(718) 996-9900,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1033186192,"WILLIAMS BROS. HEALTH CARE PHARMACY, INC.",CHARLES WILLIAMS,PAOLI,IN,47454,(812) 723-3907,A,Immediate,78.7,57.5,736,153,$52,"$94,756",Yes,19,15.0,40.6,22.2,"$53,931",7529,"$2,002,843",18117,Orange County,8,Rural-Adjacent
1568569499,BRANAC NY LLC,ERICA MOISEYEV,BROOKLYN,NY,11224,(718) 333-2525,A,Immediate,78.7,73.3,57210,45,$52,"$28,334",Yes,20,16.0,27.0,28.2,"$41,449",48469,"$443,971",36047,Kings County,1,Metro
1942062484,PHAMCARE RX PHARMACY LLC,VIETQUYNH PHAM,MARRERO,LA,70072,(504) 975-4967,A,Immediate,78.7,74.8,23374,91,$51,"$56,118",Yes,17,17.9,44.4,17.1,"$55,866",55641,"$758,936",22051,Jefferson Parish,1,Metro
1538981063,"BOONE PHARMACY MANAGEMENT, INC",RICHARD BOONE,DEMOPOLIS,AL,36732,(334) 295-4270,A,Immediate,78.6,51.6,971,46,$52,"$28,836",Yes,17,17.8,41.7,21.8,"$45,029",8339,"$562,239",01091,Marengo County,6,Rural-Adjacent
1295757219,KIMSEY PHARMACY LLC,CHRISTOPHER PATTERSON,DUCKTOWN,TN,37326,(423) 496-5831,A,Immediate,78.6,52.3,492,56,$53,"$35,932",Yes,19,18.6,42.3,24.1,N/A,423,"$673,194",47139,Polk County,3,Metro
1669656179,GLADE PHARMACY LLC,JEFFREY TAYLOR,GLADE SPRING,VA,24340,(276) 429-2004,A,Immediate,78.6,62.3,3622,97,$50,"$58,724",Yes,14,13.5,38.7,28.7,"$64,050",6173,"$927,995",51191,Washington County,2,Metro
1669517215,DONNA RING CORPORATION,DONNA RING,HAYTI,MO,63851,(573) 359-1646,A,Immediate,78.6,51.7,946,56,$53,"$35,300",Yes,21,22.6,50.5,17.0,"$28,650",3366,"$628,075",29155,Pemiscot County,7,Rural-Remote
1063810125,CITIZENS MEMORIAL HEALTH CARE FOUNDATION,DONALD BABB,OSCEOLA,MO,64776,(417) 646-5052,A,Immediate,78.6,49.5,372,54,$53,"$34,039",Yes,16,16.9,38.5,29.9,"$43,461",3355,"$628,075",29185,St. Clair County,8,Rural-Adjacent
1356579205,BOONES PHARMACY INC,RAYMOND BOONE,DEMOPOLIS,AL,36732,(334) 289-8989,A,Immediate,78.6,51.6,971,46,$52,"$28,836",Yes,17,17.8,41.7,21.8,"$45,029",8339,"$562,239",01091,Marengo County,6,Rural-Adjacent
