npi,display_name,legal_name,dba_name,address_1,address_2,city,state,zip,phone,enumeration_date,last_updated
1760522676,WESTERN MICHIGAN UNIVERSITY,WESTERN MICHIGAN UNIVERSITY,,NORTH GILKISON AVENUE,,KALAMAZOO,MI,49008,2693873355,02/08/2007,05/08/2017
1437600103,WILLIAM BEAUMONT HOSPITAL,WILLIAM BEAUMONT HOSPITAL,,41965 ECORSE RD STE COREWELL,,VAN BUREN TWP,MI,48111,5867534180,10/18/2016,06/12/2025
1255994778,WILLIAM BEAUMONT HOSPITAL,WILLIAM BEAUMONT HOSPITAL,,468 CADIEUX RD RM 3734,,GROSSE POINTE,MI,48230,3134731000,04/19/2019,06/12/2025
1669035093,WILLIAM BEAUMONT HOSPITAL,WILLIAM BEAUMONT HOSPITAL,,COREWELL HEALTH RETAIL PHARMACY-TROY,"44201 DEQUINDRE, ROOM 11A0310",TROY,MI,48085,5862918870,04/22/2019,07/01/2025
1871197202,WILLIAM BEAUMONT HOSPITAL,WILLIAM BEAUMONT HOSPITAL,,31157 WOODWARD AVE STE 101,,ROYAL OAK,MI,48073,9475234900,11/25/2020,06/17/2025
1164102661,AITKIN COMMUNITY HOSPITAL INC.,AITKIN COMMUNITY HOSPITAL INC.,,241 W HIGHWAY 210,,MCGREGOR,MN,55760,2187684165,07/19/2023,04/25/2024
1497377287,"AITKIN COMMUNITY HOSPITAL, INC.","AITKIN COMMUNITY HOSPITAL, INC.",,171 RED OAK DR,,AITKIN,MN,56431,2184294344,05/14/2020,08/24/2022
1760446124,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,550 OSBORNE RD NE,,FRIDLEY,MN,55432,7632364111,04/13/2006,02/25/2025
1700840097,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,913 E 26TH ST,,MINNEAPOLIS,MN,55404,6128635370,04/13/2006,02/25/2025
1295799518,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,2855 CAMPUS DR,STE 180,PLYMOUTH,MN,55441,7635777007,04/13/2006,01/21/2025
1942264270,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,333 SMITH AVE N,,SAINT PAUL,MN,55102,6512418849,04/13/2006,02/26/2025
1699739045,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,11850 BLACKFOOT ST NW STE 190,,COON RAPIDS,MN,55433,7632367111,04/13/2006,02/25/2025
1104880384,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,8675 VALLEY CREEK RD,,WOODBURY,MN,55125,6512413140,04/14/2006,01/15/2025
1780648964,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,701 DELLWOOD ST S,,CAMBRIDGE,MN,55008,7636897809,04/14/2006,02/25/2025
1851355135,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,8611 W POINT DOUGLAS RD S,,COTTAGE GROVE,MN,55016,6512410420,04/14/2006,02/26/2025
1316901333,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,920 E 28TH ST,,MINNEAPOLIS,MN,55407,6127753100,04/14/2006,01/21/2025
1982641346,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,14655 GALAXIE AVE,,APPLE VALLEY,MN,55124,6512413800,06/02/2006,02/26/2025
1063449213,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,1217 8TH ST N,SUITE 1010,NEW ULM,MN,56073,5072175808,06/26/2006,01/14/2025
1043312473,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,550 OSBORNE RD NE,,FRIDLEY,MN,55432,7632364111,09/05/2006,09/11/2025
1598822686,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,200 STATE AVE,,FARIBAULT,MN,55021,5074973797,01/02/2007,02/24/2025
1043599590,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,333 SMITH AVE N # 1793,,SAINT PAUL,MN,55102,6512418855,08/15/2011,01/14/2025
1841627387,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,1175 NININGER RD,,HASTINGS,MN,55033,6514041244,09/30/2013,02/26/2025
1780094698,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,1455 SAINT FRANCIS AVE,STE. 100,SHAKOPEE,MN,55379,9524285100,04/30/2014,02/25/2025
1730862210,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,14655 GALAXIE AVE,,APPLE VALLEY,MN,55124,6512413800,08/10/2023,08/10/2023
1538942685,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,8611 W POINT DOUGLAS RD S,,COTTAGE GROVE,MN,55016,6512410420,08/14/2023,08/14/2023
1053194100,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,913 E 26TH ST,,MINNEAPOLIS,MN,55404,6128635370,08/14/2023,08/14/2023
1588447635,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,2855 CAMPUS DR,,PLYMOUTH,MN,55441,7635777007,08/14/2023,08/14/2023
1447033592,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,8675 VALLEY CREEK RD,,WOODBURY,MN,55125,6512413140,08/14/2023,08/14/2023
1124801279,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,701 DELLWOOD ST S,,CAMBRIDGE,MN,55008,7636897809,08/14/2023,08/14/2023
1679356729,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,333 SMITH AVE N,,SAINT PAUL,MN,55102,6512418849,08/14/2023,08/14/2023
1477336527,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,1217 8TH ST N STE 1010,,NEW ULM,MN,56073,5072175808,08/14/2023,08/14/2023
1699558635,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,11850 BLACKFOOT ST NW STE 190,,COON RAPIDS,MN,55433,7632367111,08/15/2023,08/15/2023
1588447528,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,1455 SAINT FRANCIS AVE STE 100,,SHAKOPEE,MN,55379,9524285100,08/15/2023,08/15/2023
1063295095,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,550 OSBORNE RD NE,,FRIDLEY,MN,55432,7632364111,08/15/2023,08/15/2023
1689457624,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,200 STATE AVE,,FARIBAULT,MN,55021,5074973797,08/15/2023,08/15/2023
1851174890,ALLINA HEALTH SYSTEM,ALLINA HEALTH SYSTEM,,920 E 28TH ST,,MINNEAPOLIS,MN,55407,6127753100,08/15/2023,08/15/2023
1841576261,BRAINERD MEDICAL CENTER INC,BRAINERD MEDICAL CENTER INC,,13060 ISLE DR,,BAXTER,MN,56425,2184545920,10/31/2011,04/18/2017
1033680046,BRAINERD MEDICAL CENTER INC,BRAINERD MEDICAL CENTER INC,,280 BARCLAY AVE W,STE 1100,PINE RIVER,MN,56474,2185873222,12/17/2018,02/23/2024
1578034575,BRAINERD MEDICAL CENTER INC,BRAINERD MEDICAL CENTER INC,,30581 PATRIOT AVE STE A,,PEQUOT LAKES,MN,56472,2185685884,12/17/2018,02/26/2024
1255006938,BRAINERD MEDICAL CENTER INC,BRAINERD MEDICAL CENTER INC,,523 N 3RD ST STE 1224,,BRAINERD,MN,56401,2188287300,08/13/2021,02/26/2024
1477253045,BRAINERD MEDICAL CENTER INC,BRAINERD MEDICAL CENTER INC,,24087 CUYUNA ST,STE 100,DEERWOOD,MN,56444,2188335170,03/03/2023,07/03/2024
1972539658,ELY-BLOOMENSON COMMUNITY HOSPITAL,ELY-BLOOMENSON COMMUNITY HOSPITAL,,328 W CONAN ST,,ELY,MN,55731,2183658788,06/24/2006,06/18/2025
1225441157,GRAND ITASCA CLINIC AND HOSPITAL,GRAND ITASCA CLINIC AND HOSPITAL,,1601 GOLF COURSE RD,,GRAND RAPIDS,MN,55744,2189991702,06/09/2014,03/24/2022
1417499120,HEALTHEAST ST JOSEPHS HOSPITAL,HEALTHEAST ST JOSEPHS HOSPITAL,,GALLERY PROFESSIONAL BUILDING SUITE #150,17 WEST EXCHANGE STREET,ST PAUL,MN,55102,6513264505,11/11/2016,05/01/2017
1265657746,HENNEPIN HEALTHCARE SYSTEM INC,HENNEPIN HEALTHCARE SYSTEM INC,,914 S 8TH ST,,MINNEAPOLIS,MN,55404,6128732233,04/17/2007,10/29/2025
1538614904,HENNEPIN HEALTHCARE SYSTEM INC,HENNEPIN HEALTHCARE SYSTEM INC,,790 W 66TH ST,,RICHFIELD,MN,55423,6123525810,08/16/2016,10/29/2025
1740711753,HENNEPIN HEALTHCARE SYSTEM INC,HENNEPIN HEALTHCARE SYSTEM INC,,800 WASHINGTON AVE N STE 190,,MINNEAPOLIS,MN,55401,6123525710,03/22/2017,10/29/2025
1598263493,HENNEPIN HEALTHCARE SYSTEM INC,HENNEPIN HEALTHCARE SYSTEM INC,,715 S 8TH ST,,MINNEAPOLIS,MN,55404,6128736600,01/25/2018,10/29/2025
1306336029,HENNEPIN HEALTHCARE SYSTEM INC,HENNEPIN HEALTHCARE SYSTEM INC,,2810 NICOLLET AVE,,MINNEAPOLIS,MN,55408,6128737800,05/17/2018,10/29/2025
1477045466,HENNEPIN HEALTHCARE SYSTEM INC,HENNEPIN HEALTHCARE SYSTEM INC,,730 S 8TH ST,RL 120,MINNEAPOLIS,MN,55415,6128738586,06/05/2018,10/29/2025
1225520299,HENNEPIN HEALTHCARE SYSTEM INC,HENNEPIN HEALTHCARE SYSTEM INC,,913 SOUTH 7TH ST,,MINNEAPOLIS,MN,55415,6128733224,06/05/2018,11/13/2025
1710441381,HENNEPIN HEALTHCARE SYSTEM INC,HENNEPIN HEALTHCARE SYSTEM INC,,7650 ZANE AVE N,,BROOKLYN PARK,MN,55443,6128738800,01/28/2019,10/29/2025
1275284374,INTERNATIONAL FALLS MEMORIAL HOSPITAL ASSOCIATION,INTERNATIONAL FALLS MEMORIAL HOSPITAL ASSOCIATION,,314 3RD ST,,INTERNATIONAL FALLS,MN,56649,2182833061,01/11/2022,11/08/2023
1619467651,KITTSON MEMORIAL HOSPITAL ASSOCIATION,KITTSON MEMORIAL HOSPITAL ASSOCIATION,,1010 S. BIRCH AVE,,HALLOCK,MN,56728,2188433896,05/15/2018,09/22/2025
1932140837,LAKEWOOD HEALTH SYSTEM,LAKEWOOD HEALTH SYSTEM,,49725 COUNTY ROAD 83,,STAPLES,MN,56479,2188948454,06/10/2006,06/09/2025
1679347348,LAKEWOOD HEALTH SYSTEM,LAKEWOOD HEALTH SYSTEM,,1210 US HIGHWAY 10 E,SUITE 1,STAPLES,MN,56479,2188942242,11/13/2023,06/09/2025
1508630112,LAKEWOOD HEALTH SYSTEM,LAKEWOOD HEALTH SYSTEM,,49725 COUNTY 83 STE 100,,STAPLES,MN,56479,2188948761,11/14/2023,06/09/2025
1396519906,LAKEWOOD HEALTH SYSTEM,LAKEWOOD HEALTH SYSTEM,,653 PILLSBURY ST N STE 2,,PILLAGER,MN,56473,2187464321,11/14/2023,06/09/2025
1861534646,LITTLEFORK MUNICIPAL HOSPITAL,LITTLEFORK MUNICIPAL HOSPITAL,,912 MAIN ST,,LITTLEFORK,MN,56653,2182786634,02/12/2007,09/11/2025
1770028748,MAPLE GROVE HOSPITAL CORPORATION,MAPLE GROVE HOSPITAL CORPORATION,,9875 HOSPITAL DR,,MAPLE GROVE,MN,55369,7635811000,12/30/2016,12/09/2024
1881774826,MAYO CLINIC HEALTH SYSTEM-SOUTHEAST MINNESOTA REGION,MAYO CLINIC HEALTH SYSTEM-SOUTHEAST MINNESOTA REGION,,404 W FOUNTAIN ST,,ALBERT LEA,MN,56007,5073737952,10/16/2006,08/20/2025
1790848992,MAYO CLINIC HEALTH SYSTEM-SOUTHEAST MINNESOTA REGION,MAYO CLINIC HEALTH SYSTEM-SOUTHEAST MINNESOTA REGION,,1000 1ST DR NW,,AUSTIN,MN,55912,5074341422,12/18/2006,09/30/2021
1144242330,MILLE LACS HEALTH SYSTEM,MILLE LACS HEALTH SYSTEM,,205 MAIN ST W,,ISLE,MN,56342,3206763115,07/24/2006,09/28/2022
1720163207,MILLE LACS HEALTH SYSTEM,MILLE LACS HEALTH SYSTEM,,200 ELM ST N,,ONAMIA,MN,56359,3205322490,10/25/2006,01/18/2017
1841947801,MILLE LACS HEALTH SYSTEM,MILLE LACS HEALTH SYSTEM,,200 ELM ST N,,ONAMIA,MN,56359,3205322492,03/09/2022,03/13/2024
1659315711,NORTHERN ITASCA HOSPITAL DISTRICT,NORTHERN ITASCA HOSPITAL DISTRICT,,258 PINE TREE DRIVE,,BIGFORK,MN,56628,2187433177,06/16/2006,08/22/2020
1487797544,NORTHERN ITASCA HOSPITAL DISTRICT,NORTHERN ITASCA HOSPITAL DISTRICT,,258 PINE TREE DRIVE,,BIGFORK,MN,56628,2187434444,02/15/2007,03/07/2023
1053694885,NORTHERN PINES MEDICAL CENTER,NORTHERN PINES MEDICAL CENTER,,5211 HIGHWAY 110,,AURORA,MN,55705,2182294210,09/28/2011,04/26/2016
1093738957,PARK NICOLLET METHODIST HOSPITAL,PARK NICOLLET METHODIST HOSPITAL,,6500 EXCELSIOR BLVD,,ST LOUIS PARK,MN,55426,9529936016,07/25/2006,08/09/2022
1104618776,RANGE REGIONAL HEALTH SERVICES,RANGE REGIONAL HEALTH SERVICES,,3605 MAYFAIR AVE,,HIBBING,MN,55746,2183626937,05/20/2025,11/11/2025
1780620237,REGENTS OF THE UNIVERSITY OF MINNESOTA,REGENTS OF THE UNIVERSITY OF MINNESOTA,,410 CHURCH ST SE,,MINNEAPOLIS,MN,55455,6126247655,06/22/2006,12/29/2023
1164317483,REGIONS HOSPITAL,REGIONS HOSPITAL,,233 RADIO DRIVE,ATTN PHARMCY,WOODBURY,MN,55125,9529772345,06/09/2025,06/09/2025
1760340566,REGIONS HOSPITAL,REGIONS HOSPITAL,,401 PHALEN BLVD,,SAINT PAUL,MN,55130,6512543088,01/12/2026,01/12/2026
1659355600,SAINT ELIZABETHS HOSPITAL OF WABASHA INC,SAINT ELIZABETHS HOSPITAL OF WABASHA INC,,1200 GRANT BLVD W,,WABASHA,MN,55981,6515654531,12/02/2005,03/16/2023
1912334913,SAINT ELIZABETHS HOSPITAL OF WABASHA INC,SAINT ELIZABETHS HOSPITAL OF WABASHA INC,,1200 GRANT BLVD W STE 101,,WABASHA,MN,55981,6515655527,10/04/2013,03/05/2025
1346423373,SANFORD HEALTH NETWORK NORTH,SANFORD HEALTH NETWORK NORTH,,3001 SANFORD PKWY,,THIEF RIVER FALLS,MN,56701,2186832725,12/13/2007,12/12/2023
1568789121,SANFORD MEDICAL CENTER FARGO,SANFORD MEDICAL CENTER FARGO,,1245 WASHINGTON AVE,,DETROIT LAKES,MN,56501,2188462276,04/22/2010,12/12/2023
1295374288,SANFORD MEDICAL CENTER FARGO,SANFORD MEDICAL CENTER FARGO,,1525 BROADWAY ST STE 100,,ALEXANDRIA,MN,56308,3207626840,12/23/2019,12/12/2023
1578128021,ST CLOUD HOSPITAL,ST CLOUD HOSPITAL,,1900 CENTRACARE CIRCLE,SUITE 0550,ST. CLOUD,MN,56303,3202294930,05/09/2019,05/14/2021
1093771818,ST. CLOUD HOSPITAL,ST. CLOUD HOSPITAL,,1406 SIXTH AVENUE NORTH,,ST CLOUD,MN,56303,3202555670,04/21/2006,04/20/2022
1013966175,ST. CLOUD HOSPITAL,ST. CLOUD HOSPITAL,,1900 CENTRACARE CIRCLE,SUITE 1350,ST CLOUD,MN,56303,3202294904,05/08/2006,04/20/2022
1558403469,TRI COUNTY HOSPITAL,TRI COUNTY HOSPITAL,,415 JEFFERSON ST N,,WADENA,MN,56482,2186317598,02/14/2007,08/24/2016
1871755975,WEST SIDE COMMUNITY HEALTH SERVICES INC,WEST SIDE COMMUNITY HEALTH SERVICES INC,,895 7TH ST E,,SAINT PAUL,MN,55106,6517932250,06/30/2008,06/22/2015
1144521089,WINONA HEALTH SERVICES,WINONA HEALTH SERVICES,,859 MANKATO AVE,,WINONA,MN,55987,5074577688,11/09/2010,12/29/2022
1295890739,APOTHECARE HEALTH SERVICES,APOTHECARE HEALTH SERVICES,,103D S MAPLE ST,,ELDON,MO,65026,5733925355,12/26/2006,08/22/2020
1871609784,BARNES JEWISH HOSPITAL,BARNES JEWISH HOSPITAL,,1 BARNES JEWISH HOSPITAL PLZ,,SAINT LOUIS,MO,63110,3146579006,08/22/2006,10/12/2021
1750025565,BARNES JEWISH HOSPITAL,BARNES JEWISH HOSPITAL,,1234 S KINGSHIGHWAY BLVD STE 1900,,SAINT LOUIS,MO,63110,3146579012,04/27/2022,11/15/2024
1245081058,BARNES JEWISH HOSPITAL,BARNES JEWISH HOSPITAL,,4500 FOREST PARK AVE,,SAINT LOUIS,MO,63108,3146579013,03/29/2024,10/15/2024
1972354793,BARNES JEWISH HOSPITAL,BARNES JEWISH HOSPITAL,,5225 MID AMERICA PLZ,,SAINT LOUIS,MO,63129,3142861788,03/29/2024,04/01/2024
1770334591,BARNES JEWISH HOSPITAL,BARNES JEWISH HOSPITAL,,150 ENTRANCE WAY,,SAINT PETERS,MO,63376,6369169847,03/29/2024,04/01/2024
1124879945,BARNES JEWISH HOSPITAL,BARNES JEWISH HOSPITAL,,10 BARNES WEST DR STE 100,,SAINT LOUIS,MO,63141,3149963403,03/29/2024,04/01/2024
1104677921,BARNES JEWISH HOSPITAL,BARNES JEWISH HOSPITAL,,1255 GRAHAM RD,,FLORISSANT,MO,63031,3148203721,03/29/2024,04/01/2024
1659187656,BARNES JEWISH HOSPITAL,BARNES JEWISH HOSPITAL,,1234 S KINGSHIGHWAY BLVD STE 1900,,SAINT LOUIS,MO,63110,3146579012,12/05/2024,12/05/2024
1689780595,BARNES JEWISH ST PETERS HOSPITAL INC,BARNES JEWISH ST PETERS HOSPITAL INC,,6 JUNGERMANN CIR,SUITE 115,SAINT PETERS,MO,63376,6369169790,08/22/2006,10/29/2010
1013696426,BLESSING HOSPITAL,BLESSING HOSPITAL,,100 MEDICAL DR,,HANNIBAL,MO,63401,5732313955,07/13/2023,12/06/2023
1447113196,BLESSING HOSPITAL,BLESSING HOSPITAL,,1208 S MAIN ST,,PALMYRA,MO,63461,5737690343,12/08/2025,12/08/2025
1962518878,CHRISTIAN HOSPITAL NORTHEAST NORTHWEST,CHRISTIAN HOSPITAL NORTHEAST NORTHWEST,,11125 DUNN RD,,SAINT LOUIS,MO,63136,3146535200,08/22/2006,03/18/2021
1144336058,CHRISTIAN HOSPITAL NORTHEAST NORTHWEST,CHRISTIAN HOSPITAL NORTHEAST NORTHWEST,,1224 GRAHAM RD,,FLORISSANT,MO,63031,3149536740,08/22/2006,09/06/2012
1427480995,CITIZENS MEMORIAL HOSPITAL DISTRICT,CITIZENS MEMORIAL HOSPITAL DISTRICT,,315 S ASH ST,,BUFFALO,MO,65622,4173452321,08/06/2013,01/31/2025
1053712109,CITIZENS MEMORIAL HOSPITAL DISTRICT,CITIZENS MEMORIAL HOSPITAL DISTRICT,,1301-B NORTH OAKLAND,,BOLIVAR,MO,65613,4173266003,09/09/2014,11/09/2015
1285734954,"CITY OF STEELE GREENE PHARMACY, INC","CITY OF STEELE GREENE PHARMACY, INC",,128 W MAIN ST,,STEELE,MO,63877,5736954533,09/23/2006,08/22/2020
1801434030,COX BARTON COUNTY HOSPITAL,COX BARTON COUNTY HOSPITAL,,29 NW 1ST LN,,LAMAR,MO,64759,4176815100,12/18/2019,02/18/2020
1316931546,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,1 HOSPITAL DR,PT 2000,COLUMBIA,MO,65212,5738828890,09/02/2005,06/29/2023
1750375986,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,1 HOSPITAL DR,RM 1L29,COLUMBIA,MO,65212,5738828600,09/02/2005,06/29/2023
1922032903,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,901 KIDWELL DR,,VERSAILLES,MO,65084,5733784661,07/10/2006,04/08/2025
1598786568,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,4825 TROOST AVE,STE 115,KANSAS CITY,MO,64110,8162356103,07/22/2006,01/29/2013
1598776031,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,551 VETERANS UNITED DR,,COLUMBIA,MO,65201,5738823151,08/10/2006,06/29/2023
1831100874,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,101 S FAIRVIEW RD,,COLUMBIA,MO,65203,5738848307,08/11/2006,06/29/2023
1184738171,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,404 N KEENE ST,,COLUMBIA,MO,65201,5734996022,08/18/2006,06/29/2023
1316040330,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,1020 HITT ST,,COLUMBIA,MO,65212,5738828300,09/06/2006,06/29/2023
1942488242,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,2325 SMILEY LN,,COLUMBIA,MO,65202,5738173555,02/08/2008,06/29/2023
1427376508,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,1100 VIRGINIA AVE,ROOM 1093,COLUMBIA,MO,65212,5738843020,05/13/2010,06/29/2023
1174882864,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,1125 MADISON ST,,JEFFERSON CITY,MO,65101,5736325295,05/15/2012,01/04/2024
1174872113,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,911 E ROLLINS ST RM 1207A,,COLUMBIA,MO,65201,5738844373,09/06/2012,06/29/2023
1699374629,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,7115 EAST ST. CHARLES ROAD,,COLUMBIA,MO,65202,5738845457,10/21/2020,04/08/2025
1427645613,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,1601 OLD 63 S,,COLUMBIA,MO,65201,5738842653,12/22/2020,06/29/2023
1740083641,CURATORS OF THE UNIVERSITY OF MISSOURI,CURATORS OF THE UNIVERSITY OF MISSOURI,,1500 SOUTHWEST BLVD STE D,,JEFFERSON CITY,MO,65109,5736325290,03/28/2025,03/28/2025
1326158957,"DOUGLAS COUNTY PUBLIC HEALTH SERVICES GROUP, INC.","DOUGLAS COUNTY PUBLIC HEALTH SERVICES GROUP, INC.",,504 NW 10TH AVE.,,AVA,MO,65608,4176834831,08/30/2006,08/22/2020
1336821461,"EAST CENTRAL MISSOURI BEHAVIORAL HEALTH SERVICES, INC.","EAST CENTRAL MISSOURI BEHAVIORAL HEALTH SERVICES, INC.",,340 KELLEY PKWY,,MEXICO,MO,65265,5735821234,08/07/2023,07/24/2025
1790743698,FREEMAN-OAK HILL HEALTH SYSTEM,FREEMAN-OAK HILL HEALTH SYSTEM,,336 S JEFFERSON ST,,NEOSHO,MO,64850,4174554314,05/02/2006,08/04/2020
1194783753,FREEMAN-OAK HILL HEALTH SYSTEM,FREEMAN-OAK HILL HEALTH SYSTEM,,336 S JEFFERSON ST,,NEOSHO,MO,64850,4174554378,05/03/2006,07/07/2020
1841450442,GRAND MEDICAL GROUP LLC,GRAND MEDICAL GROUP LLC,,3137 S GRAND BLVD,,SAINT LOUIS,MO,63118,3148651528,06/17/2008,08/15/2008
1013062090,IVNA MEDICAL GROUP LLC,IVNA MEDICAL GROUP LLC,,4811 S ARROWHEAD DR,,INDEPENDENCE,MO,64055,8163564600,01/23/2007,04/28/2017
1407960479,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL HEALTH SYSTEM,,1930-C NORTH BUSINESS ROUTE 5,,CAMDENTON,MO,65020,5733462300,08/18/2006,01/07/2025
1134233109,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL HEALTH SYSTEM,,1057B MEDICAL PARK DR,,OSAGE BEACH,MO,65065,5733022700,08/18/2006,01/07/2025
1780116657,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL HEALTH SYSTEM,,416B S MAPLE ST,,ELDON,MO,65026,5735572231,03/30/2017,01/07/2025
1023173986,"LONG TERM CARE RX, INC.","LONG TERM CARE RX, INC.",,1A DOCUMENT DR,,SAINT LOUIS,MO,63114,3149614405,12/22/2006,12/09/2024
1801948880,MADISON MEDICAL CENTER,MADISON MEDICAL CENTER,,611 W MAIN ST,,FREDERICKTOWN,MO,63645,5737831047,01/18/2007,10/10/2016
1578671509,"MEDLEY VITAL CARE INFUSION, INC.","MEDLEY VITAL CARE INFUSION, INC.",,601 EAST HWY 28,,OWENSVILLE,MO,65066,5734373440,08/29/2006,03/05/2010
1003851239,"MERCY HEALTH SERVICES, LLC","MERCY HEALTH SERVICES, LLC",,1400 US HIGHWAY 61,STE G38,FESTUS,MO,63028,6369331600,06/19/2006,11/10/2017
1063831287,"MERCY HEALTH SERVICES, LLC","MERCY HEALTH SERVICES, LLC",,1203 SMIZER MILL RD,SUITE 101,FENTON,MO,63026,6367171491,04/15/2014,11/10/2017
1154711729,MERCY HOSPITAL JOPLIN,MERCY HOSPITAL JOPLIN,,100 MERCY WAY,,JOPLIN,MO,64804,4175568930,02/03/2015,08/07/2017
1598712366,MERCY HOSPITAL SPRINGFIELD,MERCY HOSPITAL SPRINGFIELD,,1235 E CHEROKEE ST,,SPRINGFIELD,MO,65804,4178202752,05/27/2006,11/01/2017
1053368761,MERCY HOSPITAL SPRINGFIELD,MERCY HOSPITAL SPRINGFIELD,,200 HOSPITAL DR,,LEBANON,MO,65536,4175336770,05/28/2006,11/01/2017
1306944301,MERCY HOSPITAL SPRINGFIELD,MERCY HOSPITAL SPRINGFIELD,,1605 MARTIN SPRINGS DR STE 220,,ROLLA,MO,65401,5734586433,09/21/2006,11/01/2017
1417381831,MERCY HOSPITAL SPRINGFIELD,MERCY HOSPITAL SPRINGFIELD,,3050 E RIVER BLUFF BLVD,,OZARK,MO,65721,4178853357,08/22/2013,11/01/2017
1528017266,MISSOURI BAPTIST MEDICAL CENTER,MISSOURI BAPTIST MEDICAL CENTER,,3023 N BALLAS RD,SUITE 100D,SAINT LOUIS,MO,63131,3146579008,05/09/2006,07/18/2025
1154722841,MISSOURI BAPTIST MEDICAL CENTER,MISSOURI BAPTIST MEDICAL CENTER,,1234 S KINGSHIGHWAY BLVD STE 1500,,SAINT LOUIS,MO,63110,3146579000,09/12/2014,05/04/2023
1043628704,MISSOURI DELTA MEDICAL CENTER,MISSOURI DELTA MEDICAL CENTER,,1008 N MAIN ST,,SIKESTON,MO,63801,5734711600,07/25/2014,02/27/2015
1508641838,MISSOURI DELTA MEDICAL CENTER,MISSOURI DELTA MEDICAL CENTER,,6468 STATE HIGHWAY 77,,BENTON,MO,63736,5735455155,08/25/2023,08/25/2023
1578371621,MISSOURI DELTA MEDICAL CENTER,MISSOURI DELTA MEDICAL CENTER,,412 W BROADWATER RD,,MALDEN,MO,63863,5739015001,12/20/2024,12/20/2024
1932570108,MISSOURI HEALTH INFUSION,MISSOURI HEALTH INFUSION,,2319 WELDON PKWY,,SAINT LOUIS,MO,63146,8665757775,10/14/2015,04/12/2017
